LanguageHaveWorkedWith,ConvertedCompYearly,YearsCode,ResponseId,,,ExperienceGroup,N Python,N JS/Java,Mean Python,Mean JS/Java,MeanDiff J minus Py,%Diff J vs Py,T Stat Welch,P Value Two Tailed
Assembly;C#;MATLAB;PowerShell;Python;Ruby;SQL;VBA;Visual Basic (.Net),120000,20,24699,,,,,,,,,,,
Dart;Go;HTML/CSS;Kotlin;PHP;Python;SQL;Swift;TypeScript,220000,15,24704,,,,,,,,,,,
Python;SQL;TypeScript,360000,24,24720,,,,,,,,,,,
Bash/Shell (all shells);Python;TypeScript,225000,16,25347,,,,,,,,,,,
Python;TypeScript,215000,8,25538,,,,,,,,,,,
Assembly;C;HTML/CSS;Python,154000,17,25540,,,,,,,,,,,
Bash/Shell (all shells);C;HTML/CSS;MATLAB;PowerShell;Python;Rust,110000,12,26025,,,,,,,,,,,
Python,350000,12,26089,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;Lua;Python;Rust;SQL,60000,8,26163,,,,,,,,,,,
C#;C++;Python,115000,9,26212,,,,,,,,,,,
C#;PHP;PowerShell;Python;SQL,110000,25,26227,,,,,,,,,,,
Python;SQL,250000,6,26274,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Python;R,183750,22,26303,,,,,,,,,,,
Python;Scala,380651,19,26341,,,,,,,,,,,
C;MATLAB;Python,150000,15,26349,,,,,,,,,,,
Python;SQL,121000,2,26361,,,,,,,,,,,
C#;Python;Rust,60000,7,26403,,,,,,,,,,,
Python;SQL,223000,13,26455,,,,,,,,,,,
C#;Go;Kotlin;PowerShell;Python;TypeScript,180000,12,26464,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Go;PowerShell;Python,440000,20,26512,,,,,,,,,,,
Python;R,38000,14,26573,,,,,,,,,,,
MATLAB;Python;SQL,120000,12,27249,,,,,,,,,,,
Python,33000,10,27462,,,,,,,,,,,
Bash/Shell (all shells);PowerShell;Python;R;SQL,210000,14,27493,,,,,,,,,,,
Bash/Shell (all shells);C;Python;Rust,50000,5,27561,,,,,,,,,,,
Assembly;C;Python,160000,17,27564,,,,,,,,,,,
C++;Python,189000,20,27620,,,,,,,,,,,
C#;PowerShell;Python;SQL,135000,10,27696,,,,,,,,,,,
PowerShell;Python;SQL,170000,24,27700,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Python;SQL;TypeScript,145874,24,27707,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL,110000,20,27725,,,,,,,,,,,
C++;Kotlin;Python,70000,9,27751,,,,,,,,,,,
Go;Python;SQL,400000,22,27772,,,,,,,,,,,
Python;SQL,88000,5,27824,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C#;Go;Python,160000,30,28621,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL,200000,16,28632,,,,,,,,,,,
Bash/Shell (all shells);Elixir;Python,95000,14,28647,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Python;SQL;TypeScript,150000,13,28678,,,,,,,,,,,
C++;Python,500000,13,28740,,,,,,,,,,,
C#;HTML/CSS;PowerShell;Python;SQL;TypeScript,130000,21,28889,,,,,,,,,,,
C++;Python;VBA,69000,6,28920,,,,,,,,,,,
Bash/Shell (all shells);Python;Rust,500000,10,28949,,,,,,,,,,,
Python;R,45000,7,28961,,,,,,,,,,,
Python;SQL,70000,9,28970,,,,,,,,,,,
Python;TypeScript,200000,9,29044,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Python,135000,10,29063,,,,,,,,,,,
Go;Python;TypeScript,150000,7,29099,,,,,,,,,,,
Bash/Shell (all shells);Python;R,275000,24,29900,,,,,,,,,,,
MATLAB;Python;SQL,160000,8,29938,,,,,,,,,,,
Bash/Shell (all shells);Go;Python;TypeScript,125000,10,29981,,,,,,,,,,,
Bash/Shell (all shells);Python,95000,15,30034,,,,,,,,,,,
Bash/Shell (all shells);C;C++;PowerShell;Python;SQL,125000,14,30127,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;Python,120000,10,30196,,,,,,,,,,,
Python;R;SQL,125000,17,30208,,,,,,,,,,,
C#;Python;SQL;VBA;Visual Basic (.Net),85000,11,30266,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Python,122000,8,30406,,,,,,,,,,,
C#;PowerShell;Python;SQL,70000,7,30416,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Python,72000,7,30531,,,,,,,,,,,
Bash/Shell (all shells);F#;PowerShell;Python;SQL,119000,22,30576,,,,,,,,,,,
Bash/Shell (all shells);Python,145000,15,30634,,,,,,,,,,,
C;C++;Lisp;MATLAB;Python,200000,16,30674,,,,,,,,,,,
Bash/Shell (all shells);C;Go;Perl;Python;SQL,160000,15,30733,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Lisp;Python;TypeScript,65000,10,30909,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Python,200000,22,30988,,,,,,,,,,,
Python;Rust;SQL,300000,12,31325,,,,,,,,,,,
Bash/Shell (all shells);Go;Python,88000,4,31603,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Python,85000,14,31624,,,,,,,,,,,
Lua;Python;R;SQL,70000,3,31642,,,,,,,,,,,
Python;R;SQL,180000,9,31689,,,,,,,,,,,
C;C++;Python;SQL;Swift,85000,6,31789,,,,,,,,,,,
Bash/Shell (all shells);C#;Python;SQL;TypeScript,200000,27,31840,,,,,,,,,,,
Bash/Shell (all shells);GDScript;Go;HTML/CSS;PHP;Python;Rust;SQL;Swift;TypeScript,162000,20,31871,,,,,,,,,,,
Bash/Shell (all shells);C++;Python;SQL,250000,16,31888,,,,,,,,,,,
Dart;Python;SQL;TypeScript,175000,14,31904,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;MATLAB;PowerShell;Python;Rust;Zig,254000,27,31919,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python;SQL,225000,7,31975,,,,,,,,,,,
Bash/Shell (all shells);C;Go;Groovy;PowerShell;Python,105000,13,31981,,,,,,,,,,,
C++;Groovy;HTML/CSS;Perl;Python,91600,10,31986,,,,,,,,,,,
Bash/Shell (all shells);C;C#;Go;Python;Rust;SQL;TypeScript,85000,9,32035,,,,,,,,,,,
Python;Rust,50000,13,32050,,,,,,,,,,,
Python;SQL,200000,20,32061,,,,,,,,,,,
Bash/Shell (all shells);C++;Fortran;MATLAB;Perl;Python,143000,11,32127,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;HTML/CSS;Lisp;Lua;Python;R;Rust;SQL;Swift,80000,4,32135,,,,,,,,,,,
Bash/Shell (all shells);C++;Python,160000,10,32148,,,,,,,,,,,
Bash/Shell (all shells);C++;Groovy;Python,290000,23,32645,,,,,,,,,,,
Bash/Shell (all shells);C;C++;GDScript;Go;Python;Rust;SQL,205000,14,32670,,,,,,,,,,,
Python;R;SQL,405000,29,32727,,,,,,,,,,,
Bash/Shell (all shells);Go;PowerShell;Python,250000,19,32784,,,,,,,,,,,
Bash/Shell (all shells);Groovy;PowerShell;Python;SQL,160000,11,33083,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Python,165000,10,33248,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C#;C++;Erlang;F#;Python;Rust;TypeScript,398000,12,33277,,,,,,,,,,,
Bash/Shell (all shells);PowerShell;Python,85000,2,33691,,,,,,,,,,,
Bash/Shell (all shells);C++;Go;HTML/CSS;Lua;PowerShell;Python;SQL,250000,22,33841,,,,,,,,,,,
Dart;Kotlin;Python;Swift,222222,20,33881,,,,,,,,,,,
C++;Python,400000,25,33888,,,,,,,,,,,
C;HTML/CSS;Python;SQL,90000,6,34055,,,,,,,,,,,
Bash/Shell (all shells);GDScript;Python;Rust;TypeScript,145000,15,34110,,,,,,,,,,,
Python,300000,25,34867,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Python;R;SQL,91000,13,34950,,,,,,,,,,,
Python;Rust;SQL,200000,6,35126,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;PowerShell;Python,98000,15,35138,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;PowerShell;Python;R;SQL,260000,9,35144,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;PowerShell;Python;Visual Basic (.Net),175000,29,35181,,,,,,,,,,,
C#;Python;SQL;TypeScript,120000,5,35255,,,,,,,,,,,
Go;Python;SQL,180000,25,35275,,,,,,,,,,,
MATLAB;Python;R,149000,13,35299,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;Python,160000,13,35415,,,,,,,,,,,
Bash/Shell (all shells);C++;Python;Rust;TypeScript,70000,22,35432,,,,,,,,,,,
C;C++;Python;Rust,60000,8,35490,,,,,,,,,,,
Bash/Shell (all shells);C;Python;Rust;SQL,100000,8,35569,,,,,,,,,,,
Bash/Shell (all shells);C++;Python;SQL,245000,15,35683,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Perl;Python;SQL;VBA,132000,15,35747,,,,,,,,,,,
Bash/Shell (all shells);Python;R,103500,20,35777,,,,,,,,,,,
C;C++;Go;Lua;Python;TypeScript,110000,16,35879,,,,,,,,,,,
Lisp;Python;TypeScript,105000,12,36230,,,,,,,,,,,
Assembly;C;C++;HTML/CSS;PHP;Python;Rust;SQL;TypeScript,42000,7,36287,,,,,,,,,,,
Bash/Shell (all shells);C++;PowerShell;Python;SQL;VBA,60000,3,36407,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL,189000,12,36452,,,,,,,,,,,
Python;Scala;SQL,350000,25,36460,,,,,,,,,,,
Bash/Shell (all shells);Python;Ruby,154000,11,36483,,,,,,,,,,,
Python,500000,12,36502,,,,,,,,,,,
C++;Python,50000,10,36653,,,,,,,,,,,
Bash/Shell (all shells);MATLAB;PowerShell;Python;R;Rust;SQL,125000,22,36726,,,,,,,,,,,
Bash/Shell (all shells);C;Python;R;SQL,45000,15,36818,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;MATLAB;Python,255000,27,37175,,,,,,,,,,,
Bash/Shell (all shells);Python;Scala;SQL,110000,10,37241,,,,,,,,,,,
C++;PowerShell;Python,85000,9,37312,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL;TypeScript,162000,14,37358,,,,,,,,,,,
Assembly;Python;Swift,133000,14,37376,,,,,,,,,,,
C#;Python;SQL;VBA;Visual Basic (.Net),65000,18,37397,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Python;Scala,230000,20,37422,,,,,,,,,,,
Bash/Shell (all shells);PowerShell;Python;SQL,100000,10,37429,,,,,,,,,,,
Python;R;SQL,172000,16,37443,,,,,,,,,,,
Python;R;SQL,55000,6,37448,,,,,,,,,,,
Bash/Shell (all shells);PowerShell;Python;Rust,120000,10,37535,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Kotlin;PowerShell;Python;Rust,64000,4,37591,,,,,,,,,,,
Python,300000,15,37634,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL,165000,11,37686,,,,,,,,,,,
Bash/Shell (all shells);Fortran;MATLAB;Python;SQL,112000,6,37714,,,,,,,,,,,
Python;SQL,138000,7,38378,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL,140000,16,38382,,,,,,,,,,,
Elixir;Go;Python;SQL;TypeScript,380000,20,38673,,,,,,,,,,,
Bash/Shell (all shells);C;Go;Python,200000,8,38689,,,,,,,,,,,
Lua;Python;Rust;SQL,347000,29,38705,,,,,,,,,,,
Bash/Shell (all shells);Go;Lua;Python;Rust,250000,13,38710,,,,,,,,,,,
Go;Python;SQL,410000,16,38764,,,,,,,,,,,
C;Python,115000,20,38769,,,,,,,,,,,
HTML/CSS;Lisp;Lua;Python,195000,25,38770,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL,115000,10,38873,,,,,,,,,,,
Python;R;SQL,266000,26,38917,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Lisp;Python;R;SQL,165000,12,38918,,,,,,,,,,,
Go;Python;Rust;TypeScript,200000,12,38941,,,,,,,,,,,
Bash/Shell (all shells);Go;Groovy;PowerShell;Python;Rust;SQL;TypeScript,145000,12,38996,,,,,,,,,,,
Python,55000,1,39015,,,,,,,,,,,
Bash/Shell (all shells);C#;Delphi;Elixir;HTML/CSS;PowerShell;Python;Rust;Gleam,110000,26,39021,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Go;Lisp;Python,425000,15,39064,,,,,,,,,,,
Bash/Shell (all shells);Lisp;Python;Ruby,140000,20,39122,,,,,,,,,,,
C;Python,170000,8,39204,,,,,,,,,,,
Bash/Shell (all shells);C++;Python;Rust,230000,12,39288,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;GDScript;Groovy;HTML/CSS;MicroPython;PowerShell;Python;Ruby;Rust;SQL,320000,20,39292,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL,163000,29,39359,,,,,,,,,,,
C++;Python,121000,10,39441,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Go;HTML/CSS;Lua;Python;TypeScript,125000,10,39916,,,,,,,,,,,
Python;SQL,100000,11,39981,,,,,,,,,,,
C;C++;Elixir;Python;TypeScript,110000,12,40005,,,,,,,,,,,
PowerShell;Python;SQL;Visual Basic (.Net),75000,3,40037,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Go;Python,230000,18,40128,,,,,,,,,,,
MATLAB;MicroPython;Python;SQL,220000,5,40193,,,,,,,,,,,
Bash/Shell (all shells);Fortran;HTML/CSS;Python,126000,12,40262,,,,,,,,,,,
Python;SQL;Swift,250000,25,40485,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C#;GDScript;HTML/CSS;Lua;OCaml;Python;Ruby;Rust;SQL;Zig,210000,24,40491,,,,,,,,,,,
Bash/Shell (all shells);C++;Go;Lua;Python,134000,20,40513,,,,,,,,,,,
Bash/Shell (all shells);C;C++;MicroPython;Python;Rust,120000,30,40522,,,,,,,,,,,
Bash/Shell (all shells);C;PowerShell;Python;SQL,200000,19,40559,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;PowerShell;Python;R;Scala;SQL,275000,12,40683,,,,,,,,,,,
Bash/Shell (all shells);C;C++;GDScript;Go;Lua;Python;Rust,265000,20,40734,,,,,,,,,,,
Python;R;SQL,177000,19,40797,,,,,,,,,,,
Python;SQL,132000,25,40856,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;Python;Ruby;Rust;SQL;Swift,122000,30,40941,,,,,,,,,,,
Bash/Shell (all shells);Python,100000,7,40949,,,,,,,,,,,
Python;SQL,170000,25,40959,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;OCaml;Python;Ruby,190000,25,41011,,,,,,,,,,,
Bash/Shell (all shells);Python,32000,13,41165,,,,,,,,,,,
Python;SQL,104000,15,41240,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Lua;Python;Rust;Zig,46000,9,41302,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;HTML/CSS;PowerShell;Python;Rust;TypeScript,200000,20,41305,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;Go;HTML/CSS;PowerShell;Python;SQL,170000,15,41382,,,,,,,,,,,
Bash/Shell (all shells);Python;R;SQL,84600,30,41384,,,,,,,,,,,
C++;Python,450000,22,41409,,,,,,,,,,,
C#;PowerShell;Python;SQL,208074,10,41417,,,,,,,,,,,
Bash/Shell (all shells);C++;Python,290000,14,41432,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Python,44000,6,41805,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL;TypeScript,220000,15,41848,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;HTML/CSS;Lua;Python;Rust;Gleam,240000,5,42217,,,,,,,,,,,
C#;C++;Python,198000,30,42371,,,,,,,,,,,
Erlang;Go;Python,185000,20,42476,,,,,,,,,,,
Dart;Python,40000,6,42875,,,,,,,,,,,
PowerShell;Python;R,44000,5,42984,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;Python,160000,21,42988,,,,,,,,,,,
Bash/Shell (all shells);C;Python,167000,18,43031,,,,,,,,,,,
Bash/Shell (all shells);Python;Rust;SQL;TypeScript,120600,10,43142,,,,,,,,,,,
C;C++;MicroPython;Python,75000,12,43177,,,,,,,,,,,
HTML/CSS;PowerShell;Python;SQL;VBA,150000,6,43385,,,,,,,,,,,
Python;R;SQL,95000,11,43394,,,,,,,,,,,
C#;Python;SQL,100000,5,43401,,,,,,,,,,,
Bash/Shell (all shells);Go;Python;Rust;SQL,185000,10,43414,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Lisp;Python;Rust,148500,13,44159,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL,147000,18,44316,,,,,,,,,,,
Ada;Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;PowerShell;Python,94000,8,44581,,,,,,,,,,,
C;Fortran;Python;R;VBA,300000,28,44688,,,,,,,,,,,
Ada;Assembly;Bash/Shell (all shells);C;C#;C++;MATLAB;Python,96000,15,44906,,,,,,,,,,,
HTML/CSS;Python;TypeScript,181954,18,44963,,,,,,,,,,,
Bash/Shell (all shells);Go;Groovy;Python;Ruby,140000,10,45022,,,,,,,,,,,
Bash/Shell (all shells);C;C++;MATLAB;PowerShell;Python;Rust,88000,13,45106,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL,185000,20,45107,,,,,,,,,,,
Bash/Shell (all shells);C#;PowerShell;Python,171300,19,45373,,,,,,,,,,,
Bash/Shell (all shells);Go;PowerShell;Python;SQL;Visual Basic (.Net),43000,4,45521,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;Dart;HTML/CSS;PowerShell;Python,115000,10,45596,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;PowerShell;Python;SQL,190000,18,45603,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;MATLAB;Python;Rust;TypeScript,295000,10,45760,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;Go;PowerShell;Python;Rust,350000,12,45782,,,,,,,,,,,
Bash/Shell (all shells);Python;Rust;TypeScript,330000,13,45850,,,,,,,,,,,
C#;Elixir;Python;Rust;TypeScript;Gleam,83000,10,45851,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;Python;SQL;TypeScript,134000,14,46382,,,,,,,,,,,
C++;Python,200000,24,46398,,,,,,,,,,,
HTML/CSS;Python;TypeScript,130000,16,46452,,,,,,,,,,,
HTML/CSS;Python;SQL,160000,30,46475,,,,,,,,,,,
Bash/Shell (all shells);Elixir;Python;Rust,200000,20,46519,,,,,,,,,,,
Python;Swift,160000,10,46607,,,,,,,,,,,
Bash/Shell (all shells);Go;Python;Rust,320000,15,46625,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Kotlin;Python;SQL;TypeScript,250000,13,46689,,,,,,,,,,,
Bash/Shell (all shells);Go;Groovy;PHP;Python,200000,15,46812,,,,,,,,,,,
Bash/Shell (all shells);Python;SQL,192000,25,46814,,,,,,,,,,,
Bash/Shell (all shells);Go;PowerShell;Python,190000,9,48028,,,,,,,,,,,
Bash/Shell (all shells);C#;PowerShell;Python;Visual Basic (.Net),91000,17,48081,,,,,,,,,,,
C#;C++;Python,110000,7,48099,,,,,,,,,,,
Python;Rust;SQL,56680,12,48655,,,,,,,,,,,
Elixir;Erlang;HTML/CSS;Python,165000,9,48676,,,,,,,,,,,
HTML/CSS;Python;R;SQL,150000,15,48685,,,,,,,,,,,
Bash/Shell (all shells);Python;Scala;SQL,180000,6,48818,,,,,,,,,,,
C#;C++;JavaScript;Python;Visual Basic (.Net),87500,11,23,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;Java;JavaScript;Kotlin;Rust;SQL;Swift;TypeScript,205000,15,30,,,,,,,,,,,
Elixir;HTML/CSS;JavaScript;SQL;TypeScript,250000,23,32,,,,,,,,,,,
Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Fortran;Java;JavaScript;PowerShell;Python;SQL;VBA;Visual Basic (.Net),109000,25,38,,,,,,,,,,,
HTML/CSS;JavaScript;Ruby;SQL,150000,8,40,,,,,,,,,,,
HTML/CSS;JavaScript;Python;TypeScript,270000,25,42,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,151000,8,54,,,,,,,,,,,
C++;Java;Python,150000,16,73,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,90000,22,84,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;F#;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,131000,10,110,,,,,,,,,,,
C#;JavaScript;Kotlin;PowerShell;SQL;TypeScript;Visual Basic (.Net),120000,16,111,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;TypeScript,295000,24,129,,,,,,,,,,,
Bash/Shell (all shells);C++;Go;Java;JavaScript;Perl;PHP;Python;SQL;TypeScript,80000,9,131,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,87000,3,138,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,200000,15,150,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,155000,25,201,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C#;C++;Dart;F#;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Prolog;Python;SQL;VBA,70000,9,208,,,,,,,,,,,
Bash/Shell (all shells);C#;JavaScript;PowerShell;SQL,200000,22,221,,,,,,,,,,,
HTML/CSS;JavaScript;TypeScript,135000,10,235,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,80000,24,248,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,140000,29,257,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;JavaScript;Kotlin;TypeScript,162000,28,264,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;PHP;SQL,135000,15,273,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL,106000,12,288,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;SQL;Swift,100000,9,291,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python,250000,26,294,,,,,,,,,,,
Bash/Shell (all shells);JavaScript;Python;Rust;SQL;TypeScript,100000,20,311,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,150000,10,362,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,160000,16,373,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,230000,14,377,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),175000,22,382,,,,,,,,,,,
Bash/Shell (all shells);C#;Elixir;Go;HTML/CSS;JavaScript;OCaml;PowerShell;Rust;SQL;TypeScript,135000,15,388,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,275000,21,390,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;Elixir;GDScript;Go;HTML/CSS;JavaScript;PHP;PowerShell;Rust;SQL;TypeScript;Visual Basic (.Net),125000,20,392,,,,,,,,,,,
JavaScript;Kotlin;Python;SQL;TypeScript,173250,14,405,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;Dart;Go;Groovy;Java;JavaScript;PowerShell;Python;Rust;SQL,205000,26,409,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,120000,11,411,,,,,,,,,,,
Go;HTML/CSS;JavaScript;Python;TypeScript,300000,25,420,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python,120000,12,430,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;R;SQL;TypeScript,330000,12,442,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,130000,6,463,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),127500,17,473,,,,,,,,,,,
Bash/Shell (all shells);C++;Groovy;Java;JavaScript;MATLAB;Python,185000,20,480,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,210000,25,483,,,,,,,,,,,
HTML/CSS;JavaScript;Python,150000,15,504,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,250000,25,505,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,100000,10,508,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),104000,8,511,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;SQL,200000,24,512,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,280000,20,523,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL;TypeScript,144000,11,530,,,,,,,,,,,
C#;JavaScript;SQL,125000,30,543,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Lua;Python,90000,20,545,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;Go;JavaScript;MATLAB,138000,25,547,,,,,,,,,,,
Bash/Shell (all shells);C#;Java;JavaScript;SQL;TypeScript,212750,15,556,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript,240000,30,581,,,,,,,,,,,
JavaScript;PowerShell;SQL;Visual Basic (.Net),90000,6,591,,,,,,,,,,,
HTML/CSS;JavaScript,120000,10,592,,,,,,,,,,,
Bash/Shell (all shells);C#;Dart;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;Swift;TypeScript,185000,15,593,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;Ruby;SQL;Swift;TypeScript,119000,18,604,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;Java;Lua;PowerShell;Python;SQL,114038,22,614,,,,,,,,,,,
C#;Dart;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,350000,20,624,,,,,,,,,,,
Bash/Shell (all shells);GDScript;Go;HTML/CSS;JavaScript;Prolog;Python;SQL;TypeScript,180000,22,627,,,,,,,,,,,
Go;HTML/CSS;JavaScript;SQL,117700,17,628,,,,,,,,,,,
Bash/Shell (all shells);Go;Groovy;Java;JavaScript;Kotlin;Python;TypeScript,172000,20,636,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;Python;SQL,220000,9,642,,,,,,,,,,,
C#;Groovy;HTML/CSS;JavaScript;Python;R;SQL;TypeScript;Visual Basic (.Net),170000,25,648,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;Rust;SQL,175000,14,649,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Ruby;Rust;SQL,350000,27,663,,,,,,,,,,,
Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Rust;TypeScript,294400,30,670,,,,,,,,,,,
